anio,mes,establecimiento,lat,lon,ciudad,provincia,poblacion,fallecimientos,mt,sanciones
2009,1 ,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8202,Marcos Paz,Buenos Aires,221,0,0,29
2009,2,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8203,Marcos Paz,Buenos Aires,208,0,1,23
2009,3,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8204,Marcos Paz,Buenos Aires,211,0,0,27
2009,4,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8205,Marcos Paz,Buenos Aires,207,0,1,22
2009,5,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8206,Marcos Paz,Buenos Aires,202,0,0,19
2009,6,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8207,Marcos Paz,Buenos Aires,198,0,0,33
2009,7 ,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8208,Marcos Paz,Buenos Aires,192,0,0,11
2009,8,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8209,Marcos Paz,Buenos Aires,200,0,0,13
2009,9,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.821,Marcos Paz,Buenos Aires,196,0,0,15
2009,10,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8211,Marcos Paz,Buenos Aires,195,0,0,5
2009,11,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8212,Marcos Paz,Buenos Aires,195,0,0,9
2009,12,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8213,Marcos Paz,Buenos Aires,190,0,0,9
2010,1 ,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8214,Marcos Paz,Buenos Aires,192,0,0,12
2010,2,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8215,Marcos Paz,Buenos Aires,199,0,0,8
2010,3,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8216,Marcos Paz,Buenos Aires,200,0,0,10
2010,4,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8217,Marcos Paz,Buenos Aires,210,0,0,13
2010,5,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8218,Marcos Paz,Buenos Aires,204,0,0,12
2010,6,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8219,Marcos Paz,Buenos Aires,205,0,0,10
2010,7 ,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.822,Marcos Paz,Buenos Aires,208,0,0,4
2010,8,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8221,Marcos Paz,Buenos Aires,504,0,0,35
2010,9,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8222,Marcos Paz,Buenos Aires,485,0,0,24
2010,10,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8223,Marcos Paz,Buenos Aires,496,0,5,30
2010,11,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8224,Marcos Paz,Buenos Aires,497,0,5,33
2010,12,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8225,Marcos Paz,Buenos Aires,497,0,8,22
2011,1 ,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8226,Marcos Paz,Buenos Aires,507,0,2,29
2011,2,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8227,Marcos Paz,Buenos Aires,507,0,5,31
2011,3,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8228,Marcos Paz,Buenos Aires,499,0,2,34
2011,4,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8229,Marcos Paz,Buenos Aires,515,0,5,28
2011,5,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.823,Marcos Paz,Buenos Aires,494,0,0,34
2011,6,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8231,Marcos Paz,Buenos Aires,495,0,4,42
2011,7 ,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8232,Marcos Paz,Buenos Aires,489,0,2,27
2011,8,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8233,Marcos Paz,Buenos Aires,501,0,1,28
2011,9,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8234,Marcos Paz,Buenos Aires,509,0,8,32
2011,10,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8235,Marcos Paz,Buenos Aires,496,0,16,49
2011,11,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8236,Marcos Paz,Buenos Aires,494,0,0,31
2011,12,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8237,Marcos Paz,Buenos Aires,458,0,0,35
2012,1 ,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8238,Marcos Paz,Buenos Aires,450,0,3,45
2012,2,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8239,Marcos Paz,Buenos Aires,452,0,16,42
2012,3,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.824,Marcos Paz,Buenos Aires,392,0,4,51
2012,4,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8241,Marcos Paz,Buenos Aires,392,0,3,29
2012,5,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8242,Marcos Paz,Buenos Aires,392,0,8,32
2012,6,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8243,Marcos Paz,Buenos Aires,443,0,9,20
2012,7 ,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8244,Marcos Paz,Buenos Aires,451,0,1,28
2012,8,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8245,Marcos Paz,Buenos Aires,425,0,17,34
2012,9,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8246,Marcos Paz,Buenos Aires,446,0,4,38
2012,10,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8247,Marcos Paz,Buenos Aires,446,0,2,30
2012,11,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8248,Marcos Paz,Buenos Aires,475,0,2,26
2012,12,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8249,Marcos Paz,Buenos Aires,472,0,3,18
2013,1 ,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.825,Marcos Paz,Buenos Aires,478,1,13,0
2013,2,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8251,Marcos Paz,Buenos Aires,506,0,10,0
2013,3,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8252,Marcos Paz,Buenos Aires,512,0,6,0
2013,4,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8253,Marcos Paz,Buenos Aires,529,0,12,0
2013,5,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8254,Marcos Paz,Buenos Aires,764,0,3,0
2013,6,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8255,Marcos Paz,Buenos Aires,558,0,9,0
2013,7 ,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8256,Marcos Paz,Buenos Aires,558,0,7,0
2013,8,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8257,Marcos Paz,Buenos Aires,541,0,15,0
2013,9,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8258,Marcos Paz,Buenos Aires,537,0,3,0
2013,10,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8259,Marcos Paz,Buenos Aires,543,0,15,0
2013,11,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.826,Marcos Paz,Buenos Aires,515,0,12,0
2013,12,Complejo Federal de Jóvenes Adultos - Marcos Paz y Anexo CPFJA,-58.8306,-34.8261,Marcos Paz,Buenos Aires,492,1,18,0
2009,1 ,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8396,Ezeiza,Buenos Aires,452,0,0,19
2009,2,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8397,Ezeiza,Buenos Aires,448,1,0,12
2009,3,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8398,Ezeiza,Buenos Aires,452,0,0,9
2009,4,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8399,Ezeiza,Buenos Aires,456,0,0,4
2009,5,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.84,Ezeiza,Buenos Aires,447,0,0,4
2009,6,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8401,Ezeiza,Buenos Aires,442,0,2,3
2009,7 ,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8402,Ezeiza,Buenos Aires,429,0,0,3
2009,8,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8403,Ezeiza,Buenos Aires,421,0,0,10
2009,9,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8404,Ezeiza,Buenos Aires,418,0,0,9
2009,10,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8405,Ezeiza,Buenos Aires,414,0,0,17
2009,11,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8406,Ezeiza,Buenos Aires,417,0,2,11
2009,12,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8407,Ezeiza,Buenos Aires,413,1,0,5
2010,1 ,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8408,Ezeiza,Buenos Aires,390,0,8,5
2010,2,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8409,Ezeiza,Buenos Aires,386,0,6,7
2010,3,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.841,Ezeiza,Buenos Aires,401,0,0,20
2010,4,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8411,Ezeiza,Buenos Aires,416,0,0,17
2010,5,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8412,Ezeiza,Buenos Aires,416,0,0,13
2010,6,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8413,Ezeiza,Buenos Aires,406,1,0,8
2010,7 ,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8414,Ezeiza,Buenos Aires,397,0,0,15
2010,8,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8415,Ezeiza,Buenos Aires,410,0,1,24
2010,9,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8416,Ezeiza,Buenos Aires,409,0,3,27
2010,10,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8417,Ezeiza,Buenos Aires,414,0,3,23
2010,11,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8418,Ezeiza,Buenos Aires,406,1,14,29
2010,12,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8419,Ezeiza,Buenos Aires,406,0,1,23
2011,1 ,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.842,Ezeiza,Buenos Aires,401,0,0,20
2011,2,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8421,Ezeiza,Buenos Aires,401,0,0,12
2011,3,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8422,Ezeiza,Buenos Aires,414,0,2,20
2011,4,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8423,Ezeiza,Buenos Aires,438,0,4,15
2011,5,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8424,Ezeiza,Buenos Aires,435,0,0,5
2011,6,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8425,Ezeiza,Buenos Aires,446,0,0,8
2011,7 ,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8426,Ezeiza,Buenos Aires,434,1,2,20
2011,8,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8427,Ezeiza,Buenos Aires,437,0,2,13
2011,9,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8428,Ezeiza,Buenos Aires,449,0,0,15
2011,10,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8429,Ezeiza,Buenos Aires,442,1,0,8
2011,11,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.843,Ezeiza,Buenos Aires,440,0,0,15
2011,12,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8431,Ezeiza,Buenos Aires,262,0,1,7
2012,1 ,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8432,Ezeiza,Buenos Aires,449,0,3,8
2012,2,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8433,Ezeiza,Buenos Aires,445,1,2,9
2012,3,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8434,Ezeiza,Buenos Aires,447,0,0,6
2012,4,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8435,Ezeiza,Buenos Aires,447,0,1,7
2012,5,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8436,Ezeiza,Buenos Aires,447,0,0,0
2012,6,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8437,Ezeiza,Buenos Aires,464,0,0,0
2012,7 ,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8438,Ezeiza,Buenos Aires,435,0,0,0
2012,8,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8439,Ezeiza,Buenos Aires,433,2,1,0
2012,9,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.844,Ezeiza,Buenos Aires,429,0,1,0
2012,10,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8441,Ezeiza,Buenos Aires,429,0,2,0
2012,11,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8442,Ezeiza,Buenos Aires,422,0,0,6
2012,12,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8443,Ezeiza,Buenos Aires,416,1,0,3
2013,1 ,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8444,Ezeiza,Buenos Aires,401,0,3,0
2013,2,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8445,Ezeiza,Buenos Aires,407,0,1,0
2013,3,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8446,Ezeiza,Buenos Aires,411,0,0,0
2013,4,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8447,Ezeiza,Buenos Aires,423,0,0,0
2013,5,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8448,Ezeiza,Buenos Aires,423,0,2,0
2013,6,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8449,Ezeiza,Buenos Aires,428,0,0,0
2013,7 ,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.845,Ezeiza,Buenos Aires,428,0,5,0
2013,8,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8451,Ezeiza,Buenos Aires,425,0,2,0
2013,9,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8452,Ezeiza,Buenos Aires,424,0,2,0
2013,10,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8453,Ezeiza,Buenos Aires,416,0,0,0
2013,11,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8454,Ezeiza,Buenos Aires,453,0,1,0
2013,12,"Complejo Penitenciario Federal IV - Reina Elena, Ezeiza, Buenos Aires y Servicio Psiquiátrico para mujeres (Ex U.27)",-58.5286,-34.8455,Ezeiza,Buenos Aires,429,0,1,0
2009,1 ,Prisión Regional del Norte - U.7,-58.9931,-27.4701,Resistencia ,Chaco,470,0,0,47
2009,2,Prisión Regional del Norte - U.7,-58.9931,-27.4702,Resistencia ,Chaco,467,0,0,36
2009,3,Prisión Regional del Norte - U.7,-58.9931,-27.4703,Resistencia ,Chaco,488,0,0,44
2009,4,Prisión Regional del Norte - U.7,-58.9931,-27.4704,Resistencia ,Chaco,470,0,0,57
2009,5,Prisión Regional del Norte - U.7,-58.9931,-27.4705,Resistencia ,Chaco,467,1,0,37
2009,6,Prisión Regional del Norte - U.7,-58.9931,-27.4706,Resistencia ,Chaco,481,0,0,55
2009,7 ,Prisión Regional del Norte - U.7,-58.9931,-27.4707,Resistencia ,Chaco,459,0,0,32
2009,8,Prisión Regional del Norte - U.7,-58.9931,-27.4708,Resistencia ,Chaco,478,0,0,80
2009,9,Prisión Regional del Norte - U.7,-58.9931,-27.4709,Resistencia ,Chaco,455,0,0,57
2009,10,Prisión Regional del Norte - U.7,-58.9931,-27.471,Resistencia ,Chaco,482,0,0,49
2009,11,Prisión Regional del Norte - U.7,-58.9931,-27.4711,Resistencia ,Chaco,472,0,0,55
2009,12,Prisión Regional del Norte - U.7,-58.9931,-27.4712,Resistencia ,Chaco,460,0,0,62
2010,1 ,Prisión Regional del Norte - U.7,-58.9931,-27.4713,Resistencia ,Chaco,464,1,0,38
2010,2,Prisión Regional del Norte - U.7,-58.9931,-27.4714,Resistencia ,Chaco,456,0,0,35
2010,3,Prisión Regional del Norte - U.7,-58.9931,-27.4715,Resistencia ,Chaco,461,0,0,27
2010,4,Prisión Regional del Norte - U.7,-58.9931,-27.4716,Resistencia ,Chaco,457,0,0,48
2010,5,Prisión Regional del Norte - U.7,-58.9931,-27.4717,Resistencia ,Chaco,475,0,0,40
2010,6,Prisión Regional del Norte - U.7,-58.9931,-27.4718,Resistencia ,Chaco,473,0,0,60
2010,7 ,Prisión Regional del Norte - U.7,-58.9931,-27.4719,Resistencia ,Chaco,480,0,0,65
2010,8,Prisión Regional del Norte - U.7,-58.9931,-27.472,Resistencia ,Chaco,474,0,0,48
2010,9,Prisión Regional del Norte - U.7,-58.9931,-27.4721,Resistencia ,Chaco,475,0,0,51
2010,10,Prisión Regional del Norte - U.7,-58.9931,-27.4722,Resistencia ,Chaco,480,0,0,47
2010,11,Prisión Regional del Norte - U.7,-58.9931,-27.4723,Resistencia ,Chaco,473,0,0,50
2010,12,Prisión Regional del Norte - U.7,-58.9931,-27.4724,Resistencia ,Chaco,473,0,0,56
2011,1 ,Prisión Regional del Norte - U.7,-58.9931,-27.4725,Resistencia ,Chaco,466,0,0,46
2011,2,Prisión Regional del Norte - U.7,-58.9931,-27.4726,Resistencia ,Chaco,467,0,0,45
2011,3,Prisión Regional del Norte - U.7,-58.9931,-27.4727,Resistencia ,Chaco,478,0,0,30
2011,4,Prisión Regional del Norte - U.7,-58.9931,-27.4728,Resistencia ,Chaco,456,0,0,34
2011,5,Prisión Regional del Norte - U.7,-58.9931,-27.4729,Resistencia ,Chaco,487,0,0,42
2011,6,Prisión Regional del Norte - U.7,-58.9931,-27.473,Resistencia ,Chaco,479,1,1,39
2011,7 ,Prisión Regional del Norte - U.7,-58.9931,-27.4731,Resistencia ,Chaco,473,1,0,46
2011,8,Prisión Regional del Norte - U.7,-58.9931,-27.4732,Resistencia ,Chaco,480,0,0,58
2011,9,Prisión Regional del Norte - U.7,-58.9931,-27.4733,Resistencia ,Chaco,476,0,0,17
2011,10,Prisión Regional del Norte - U.7,-58.9931,-27.4734,Resistencia ,Chaco,456,1,7,38
2011,11,Prisión Regional del Norte - U.7,-58.9931,-27.4735,Resistencia ,Chaco,468,0,2,27
2011,12,Prisión Regional del Norte - U.7,-58.9931,-27.4736,Resistencia ,Chaco,455,0,4,38
2012,1 ,Prisión Regional del Norte - U.7,-58.9931,-27.4737,Resistencia ,Chaco,448,0,5,0
2012,2,Prisión Regional del Norte - U.7,-58.9931,-27.4738,Resistencia ,Chaco,445,0,1,0
2012,3,Prisión Regional del Norte - U.7,-58.9931,-27.4739,Resistencia ,Chaco,444,1,1,0
2012,4,Prisión Regional del Norte - U.7,-58.9931,-27.474,Resistencia ,Chaco,444,0,0,0
2012,5,Prisión Regional del Norte - U.7,-58.9931,-27.4741,Resistencia ,Chaco,444,2,1,0
2012,6,Prisión Regional del Norte - U.7,-58.9931,-27.4742,Resistencia ,Chaco,397,0,2,0
2012,7 ,Prisión Regional del Norte - U.7,-58.9931,-27.4743,Resistencia ,Chaco,395,1,0,0
2012,8,Prisión Regional del Norte - U.7,-58.9931,-27.4744,Resistencia ,Chaco,391,0,2,0
2012,9,Prisión Regional del Norte - U.7,-58.9931,-27.4745,Resistencia ,Chaco,394,0,0,0
2012,10,Prisión Regional del Norte - U.7,-58.9931,-27.4746,Resistencia ,Chaco,394,0,2,0
2012,11,Prisión Regional del Norte - U.7,-58.9931,-27.4747,Resistencia ,Chaco,400,0,0,0
2012,12,Prisión Regional del Norte - U.7,-58.9931,-27.4748,Resistencia ,Chaco,395,1,1,0
2013,1 ,Prisión Regional del Norte - U.7,-58.9931,-27.4749,Resistencia ,Chaco,395,0,4,0
2013,2,Prisión Regional del Norte - U.7,-58.9931,-27.475,Resistencia ,Chaco,391,0,3,0
2013,3,Prisión Regional del Norte - U.7,-58.9931,-27.4751,Resistencia ,Chaco,384,1,7,0
2013,4,Prisión Regional del Norte - U.7,-58.9931,-27.4752,Resistencia ,Chaco,384,0,0,0
2013,5,Prisión Regional del Norte - U.7,-58.9931,-27.4753,Resistencia ,Chaco,386,1,4,0
2013,6,Prisión Regional del Norte - U.7,-58.9931,-27.4754,Resistencia ,Chaco,384,0,5,0
2013,7 ,Prisión Regional del Norte - U.7,-58.9931,-27.4755,Resistencia ,Chaco,384,0,1,0
