anio,mes,establecimiento,lat,lon,ciudad,provincia,poblacion,fallecimientos,mt,sanciones
2012,2,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2458,Manuel Belgrano,San Salvador de Jujuy,123,0,0,2
2012,3,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2459,Manuel Belgrano,San Salvador de Jujuy,129,0,0,4
2012,4,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.246,Manuel Belgrano,San Salvador de Jujuy,129,0,0,2
2012,5,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2461,Manuel Belgrano,San Salvador de Jujuy,129,0,0,0
2012,6,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2462,Manuel Belgrano,San Salvador de Jujuy,129,0,0,0
2012,7 ,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2463,Manuel Belgrano,San Salvador de Jujuy,125,0,0,0
2012,8,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2464,Manuel Belgrano,San Salvador de Jujuy,126,0,0,0
2012,9,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2465,Manuel Belgrano,San Salvador de Jujuy,129,0,0,4
2012,10,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2466,Manuel Belgrano,San Salvador de Jujuy,129,0,0,2
2012,11,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2467,Manuel Belgrano,San Salvador de Jujuy,130,0,0,4
2012,12,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2468,Manuel Belgrano,San Salvador de Jujuy,134,0,0,0
2013,1 ,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2469,Manuel Belgrano,San Salvador de Jujuy,128,0,0,0
2013,2,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.247,Manuel Belgrano,San Salvador de Jujuy,129,0,0,0
2013,3,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2471,Manuel Belgrano,San Salvador de Jujuy,131,0,0,0
2013,4,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2472,Manuel Belgrano,San Salvador de Jujuy,130,0,0,0
2013,5,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2473,Manuel Belgrano,San Salvador de Jujuy,130,0,0,0
2013,6,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2474,Manuel Belgrano,San Salvador de Jujuy,125,0,0,0
2013,7 ,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2475,Manuel Belgrano,San Salvador de Jujuy,125,0,0,0
2013,8,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2476,Manuel Belgrano,San Salvador de Jujuy,125,0,0,0
2013,9,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2477,Manuel Belgrano,San Salvador de Jujuy,124,0,0,0
2013,10,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2478,Manuel Belgrano,San Salvador de Jujuy,128,0,0,0
2013,11,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.2479,Manuel Belgrano,San Salvador de Jujuy,126,0,0,0
2013,12,"Instituto Penitenciario Federal ""Nuestra Señora del Rosario de Río Blanco y Paypaya"" - U.8",-65.2723,-24.248,Manuel Belgrano,San Salvador de Jujuy,118,0,0,0
2009,1 ,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6166,Santa Rosa,La Pampa,286,0,0,0
2009,2,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6167,Santa Rosa,La Pampa,294,0,2,0
2009,3,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6168,Santa Rosa,La Pampa,291,0,0,0
2009,4,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6169,Santa Rosa,La Pampa,279,0,0,0
2009,5,Colonia Penal de Santa Rosa - U.4,-64.266,-36.617,Santa Rosa,La Pampa,292,0,0,0
2009,6,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6171,Santa Rosa,La Pampa,295,0,0,0
2009,7 ,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6172,Santa Rosa,La Pampa,295,0,0,0
2009,8,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6173,Santa Rosa,La Pampa,297,0,0,0
2009,9,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6174,Santa Rosa,La Pampa,287,0,0,0
2009,10,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6175,Santa Rosa,La Pampa,299,0,0,0
2009,11,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6176,Santa Rosa,La Pampa,300,0,0,0
2009,12,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6177,Santa Rosa,La Pampa,306,0,0,0
2010,1 ,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6178,Santa Rosa,La Pampa,301,0,0,3
2010,2,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6179,Santa Rosa,La Pampa,301,0,0,4
2010,3,Colonia Penal de Santa Rosa - U.4,-64.266,-36.618,Santa Rosa,La Pampa,299,0,0,0
2010,4,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6181,Santa Rosa,La Pampa,294,0,0,1
2010,5,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6182,Santa Rosa,La Pampa,297,0,0,1
2010,6,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6183,Santa Rosa,La Pampa,299,0,0,1
2010,7 ,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6184,Santa Rosa,La Pampa,323,0,0,38
2010,8,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6185,Santa Rosa,La Pampa,340,0,0,29
2010,9,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6186,Santa Rosa,La Pampa,362,0,0,26
2010,10,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6187,Santa Rosa,La Pampa,392,0,0,49
2010,11,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6188,Santa Rosa,La Pampa,398,0,0,30
2010,12,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6189,Santa Rosa,La Pampa,398,1,0,42
2011,1 ,Colonia Penal de Santa Rosa - U.4,-64.266,-36.619,Santa Rosa,La Pampa,421,1,0,0
2011,2,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6191,Santa Rosa,La Pampa,420,1,0,0
2011,3,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6192,Santa Rosa,La Pampa,436,0,0,0
2011,4,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6193,Santa Rosa,La Pampa,450,0,0,0
2011,5,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6194,Santa Rosa,La Pampa,435,0,0,0
2011,6,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6195,Santa Rosa,La Pampa,440,0,1,0
2011,7 ,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6196,Santa Rosa,La Pampa,437,0,1,0
2011,8,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6197,Santa Rosa,La Pampa,439,0,1,0
2011,9,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6198,Santa Rosa,La Pampa,423,0,0,0
2011,10,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6199,Santa Rosa,La Pampa,428,0,0,0
2011,11,Colonia Penal de Santa Rosa - U.4,-64.266,-36.62,Santa Rosa,La Pampa,426,0,0,0
2011,12,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6201,Santa Rosa,La Pampa,414,0,0,0
2012,1 ,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6202,Santa Rosa,La Pampa,414,0,0,12
2012,2,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6203,Santa Rosa,La Pampa,412,0,1,16
2012,3,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6204,Santa Rosa,La Pampa,410,0,3,11
2012,4,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6205,Santa Rosa,La Pampa,410,0,0,12
2012,5,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6206,Santa Rosa,La Pampa,410,0,0,18
2012,6,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6207,Santa Rosa,La Pampa,419,0,0,14
2012,7 ,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6208,Santa Rosa,La Pampa,419,0,0,9
2012,8,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6209,Santa Rosa,La Pampa,433,1,4,18
2012,9,Colonia Penal de Santa Rosa - U.4,-64.266,-36.621,Santa Rosa,La Pampa,441,0,2,19
2012,10,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6211,Santa Rosa,La Pampa,441,0,1,14
2012,11,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6212,Santa Rosa,La Pampa,435,0,2,25
2012,12,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6213,Santa Rosa,La Pampa,431,0,4,28
2013,1 ,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6214,Santa Rosa,La Pampa,432,0,0,0
2013,2,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6215,Santa Rosa,La Pampa,425,1,1,0
2013,3,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6216,Santa Rosa,La Pampa,417,0,0,0
2013,4,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6217,Santa Rosa,La Pampa,409,0,1,0
2013,5,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6218,Santa Rosa,La Pampa,402,0,0,0
2013,6,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6219,Santa Rosa,La Pampa,419,0,0,0
2013,7 ,Colonia Penal de Santa Rosa - U.4,-64.266,-36.622,Santa Rosa,La Pampa,419,0,3,0
2013,8,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6221,Santa Rosa,La Pampa,430,0,1,0
2013,9,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6222,Santa Rosa,La Pampa,430,0,0,0
2013,10,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6223,Santa Rosa,La Pampa,435,0,0,0
2013,11,Colonia Penal de Santa Rosa - U.4,-64.266,-36.6223,Santa Rosa,La Pampa,447,0,1,0
2013,12,Colonia Penal de Santa Rosa - U.4,-68.0506,-38.9517,Neuquen,Neuquen,447,0,0,0
2009,1 ,Prisión Regional de Sur - u.9,-68.0506,-38.9518,Neuquen,Neuquen,222,0,0,0
2009,2,Prisión Regional de Sur - u.9,-68.0506,-38.9519,Neuquen,Neuquen,218,0,0,5
2009,3,Prisión Regional de Sur - u.9,-68.0506,-38.952,Neuquen,Neuquen,215,0,0,10
2009,4,Prisión Regional de Sur - u.9,-68.0506,-38.9521,Neuquen,Neuquen,213,0,0,3
2009,5,Prisión Regional de Sur - u.9,-68.0506,-38.9522,Neuquen,Neuquen,214,0,0,2
2009,6,Prisión Regional de Sur - u.9,-68.0506,-38.9523,Neuquen,Neuquen,221,0,0,5
2009,7 ,Prisión Regional de Sur - u.9,-68.0506,-38.9524,Neuquen,Neuquen,221,0,0,7
2009,8,Prisión Regional de Sur - u.9,-68.0506,-38.9525,Neuquen,Neuquen,230,0,0,4
2009,9,Prisión Regional de Sur - u.9,-68.0506,-38.9526,Neuquen,Neuquen,222,0,0,3
2009,10,Prisión Regional de Sur - u.9,-68.0506,-38.9527,Neuquen,Neuquen,222,0,0,5
2009,11,Prisión Regional de Sur - u.9,-68.0506,-38.9528,Neuquen,Neuquen,225,0,0,4
2009,12,Prisión Regional de Sur - u.9,-68.0506,-38.9529,Neuquen,Neuquen,227,0,0,13
2010,1 ,Prisión Regional de Sur - u.9,-68.0506,-38.953,Neuquen,Neuquen,225,0,0,8
2010,2,Prisión Regional de Sur - u.9,-68.0506,-38.9531,Neuquen,Neuquen,225,0,0,6
2010,3,Prisión Regional de Sur - u.9,-68.0506,-38.9532,Neuquen,Neuquen,228,0,0,5
2010,4,Prisión Regional de Sur - u.9,-68.0506,-38.9533,Neuquen,Neuquen,229,0,0,8
2010,5,Prisión Regional de Sur - u.9,-68.0506,-38.9534,Neuquen,Neuquen,227,0,0,4
2010,6,Prisión Regional de Sur - u.9,-68.0506,-38.9535,Neuquen,Neuquen,225,0,0,3
2010,7 ,Prisión Regional de Sur - u.9,-68.0506,-38.9536,Neuquen,Neuquen,221,0,0,14
2010,8,Prisión Regional de Sur - u.9,-68.0506,-38.9537,Neuquen,Neuquen,222,0,0,2
2010,9,Prisión Regional de Sur - u.9,-68.0506,-38.9538,Neuquen,Neuquen,219,0,0,11
2010,10,Prisión Regional de Sur - u.9,-68.0506,-38.9539,Neuquen,Neuquen,213,0,0,9
2010,11,Prisión Regional de Sur - u.9,-68.0506,-38.954,Neuquen,Neuquen,213,0,3,9
2010,12,Prisión Regional de Sur - u.9,-68.0506,-38.9541,Neuquen,Neuquen,213,0,0,1
2011,1 ,Prisión Regional de Sur - u.9,-68.0506,-38.9542,Neuquen,Neuquen,200,0,0,18
2011,2,Prisión Regional de Sur - u.9,-68.0506,-38.9543,Neuquen,Neuquen,205,0,0,15
2011,3,Prisión Regional de Sur - u.9,-68.0506,-38.9544,Neuquen,Neuquen,213,0,16,27
2011,4,Prisión Regional de Sur - u.9,-68.0506,-38.9545,Neuquen,Neuquen,215,0,0,14
2011,5,Prisión Regional de Sur - u.9,-68.0506,-38.9546,Neuquen,Neuquen,220,0,0,16
2011,6,Prisión Regional de Sur - u.9,-68.0506,-38.9547,Neuquen,Neuquen,219,0,11,33
2011,7 ,Prisión Regional de Sur - u.9,-68.0506,-38.9548,Neuquen,Neuquen,221,0,0,27
2011,8,Prisión Regional de Sur - u.9,-68.0506,-38.9549,Neuquen,Neuquen,201,0,0,24
2011,9,Prisión Regional de Sur - u.9,-68.0506,-38.955,Neuquen,Neuquen,195,0,0,18
2011,10,Prisión Regional de Sur - u.9,-68.0506,-38.9551,Neuquen,Neuquen,191,0,0,16
2011,11,Prisión Regional de Sur - u.9,-68.0506,-38.9552,Neuquen,Neuquen,179,0,2,19
2011,12,Prisión Regional de Sur - u.9,-68.0506,-38.9553,Neuquen,Neuquen,180,0,0,31
2012,1 ,Prisión Regional de Sur - u.9,-68.0506,-38.9554,Neuquen,Neuquen,176,0,3,3
2012,2,Prisión Regional de Sur - u.9,-68.0506,-38.9555,Neuquen,Neuquen,177,0,0,4
2012,3,Prisión Regional de Sur - u.9,-68.0506,-38.9556,Neuquen,Neuquen,180,0,2,7
2012,4,Prisión Regional de Sur - u.9,-68.0506,-38.9557,Neuquen,Neuquen,180,0,1,13
2012,5,Prisión Regional de Sur - u.9,-68.0506,-38.9558,Neuquen,Neuquen,180,0,0,3
2012,6,Prisión Regional de Sur - u.9,-68.0506,-38.9559,Neuquen,Neuquen,205,0,0,10
2012,7 ,Prisión Regional de Sur - u.9,-68.0506,-38.956,Neuquen,Neuquen,203,0,1,12
2012,8,Prisión Regional de Sur - u.9,-68.0506,-38.9561,Neuquen,Neuquen,203,0,1,17
2012,9,Prisión Regional de Sur - u.9,-68.0506,-38.9562,Neuquen,Neuquen,207,0,4,10
2012,10,Prisión Regional de Sur - u.9,-68.0506,-38.9563,Neuquen,Neuquen,207,0,0,5
2012,11,Prisión Regional de Sur - u.9,-68.0506,-38.9564,Neuquen,Neuquen,187,0,0,7
2012,12,Prisión Regional de Sur - u.9,-68.0506,-38.9565,Neuquen,Neuquen,182,0,1,21
2013,1 ,Prisión Regional de Sur - u.9,-68.0506,-38.9566,Neuquen,Neuquen,182,1,0,0
2013,2,Prisión Regional de Sur - u.9,-68.0506,-38.9567,Neuquen,Neuquen,173,0,1,0
2013,3,Prisión Regional de Sur - u.9,-68.0506,-38.9568,Neuquen,Neuquen,170,0,2,0
2013,4,Prisión Regional de Sur - u.9,-68.0506,-38.9569,Neuquen,Neuquen,162,0,3,0
2013,5,Prisión Regional de Sur - u.9,-68.0506,-38.957,Neuquen,Neuquen,165,0,1,0
2013,6,Prisión Regional de Sur - u.9,-68.0506,-38.9571,Neuquen,Neuquen,166,0,3,0
2013,7 ,Prisión Regional de Sur - u.9,-68.0506,-38.9572,Neuquen,Neuquen,166,1,2,0
2013,8,Prisión Regional de Sur - u.9,-68.0506,-38.9573,Neuquen,Neuquen,171,0,3,0
2013,9,Prisión Regional de Sur - u.9,-68.0506,-38.9574,Neuquen,Neuquen,176,0,1,0
2013,10,Prisión Regional de Sur - u.9,-68.0506,-38.9575,Neuquen,Neuquen,178,0,0,0
2013,11,Prisión Regional de Sur - u.9,-68.0506,-38.9576,Neuquen,Neuquen,177,0,0,0
2013,12,Prisión Regional de Sur - u.9,-68.0506,-38.9576,Neuquen,Neuquen,173,0,0,0
2009,1 ,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0182,General Roca,Rio Negro,236,0,0,6
2009,2,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0183,General Roca,Rio Negro,237,0,0,1
2009,3,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0184,General Roca,Rio Negro,233,0,0,1
2009,4,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0185,General Roca,Rio Negro,241,0,0,9
2009,5,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0186,General Roca,Rio Negro,249,0,0,2
2009,6,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0187,General Roca,Rio Negro,291,0,0,4
2009,7 ,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0188,General Roca,Rio Negro,283,0,0,13
2009,8,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0189,General Roca,Rio Negro,275,0,0,1
2009,9,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.019,General Roca,Rio Negro,272,0,0,7
2009,10,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0191,General Roca,Rio Negro,278,0,0,5
2009,11,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0192,General Roca,Rio Negro,276,0,0,20
2009,12,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0193,General Roca,Rio Negro,270,0,0,7
2010,1 ,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0194,General Roca,Rio Negro,284,0,0,2
2010,2,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0195,General Roca,Rio Negro,285,0,0,13
2010,3,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0196,General Roca,Rio Negro,284,0,0,12
2010,4,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0197,General Roca,Rio Negro,294,0,0,10
2010,5,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0198,General Roca,Rio Negro,281,0,0,5
2010,6,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0199,General Roca,Rio Negro,292,0,0,1
2010,7 ,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.02,General Roca,Rio Negro,289,0,0,0
2010,8,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0201,General Roca,Rio Negro,321,0,0,0
2010,9,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0202,General Roca,Rio Negro,318,0,0,0
2010,10,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0203,General Roca,Rio Negro,314,0,0,0
2010,11,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0204,General Roca,Rio Negro,318,0,0,0
2010,12,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0205,General Roca,Rio Negro,318,0,0,0
2011,1 ,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0206,General Roca,Rio Negro,282,0,0,0
2011,2,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0207,General Roca,Rio Negro,282,0,0,0
2011,3,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0208,General Roca,Rio Negro,282,0,0,0
2011,4,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0209,General Roca,Rio Negro,283,0,0,0
2011,5,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.021,General Roca,Rio Negro,279,0,0,0
2011,6,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0211,General Roca,Rio Negro,295,0,0,0
2011,7 ,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0212,General Roca,Rio Negro,288,0,0,0
2011,8,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0213,General Roca,Rio Negro,313,0,0,0
2011,9,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0214,General Roca,Rio Negro,302,0,0,0
2011,10,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0215,General Roca,Rio Negro,298,0,0,0
2011,11,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0216,General Roca,Rio Negro,300,0,1,0
2011,12,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0217,General Roca,Rio Negro,308,0,0,0
2012,1 ,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0218,General Roca,Rio Negro,300,0,0,16
2012,2,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0219,General Roca,Rio Negro,300,0,1,16
2012,3,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.022,General Roca,Rio Negro,295,0,0,18
2012,4,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0221,General Roca,Rio Negro,295,0,0,18
2012,5,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0222,General Roca,Rio Negro,295,0,0,8
2012,6,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0223,General Roca,Rio Negro,276,0,1,11
2012,7 ,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0224,General Roca,Rio Negro,269,0,0,8
2012,8,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0225,General Roca,Rio Negro,253,0,0,2
2012,9,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0226,General Roca,Rio Negro,255,0,0,7
2012,10,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0227,General Roca,Rio Negro,255,0,0,10
2012,11,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0228,General Roca,Rio Negro,266,0,0,2
2012,12,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0229,General Roca,Rio Negro,265,0,0,10
2013,1 ,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.023,General Roca,Rio Negro,260,0,0,0
2013,2,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0231,General Roca,Rio Negro,261,0,0,0
2013,3,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0232,General Roca,Rio Negro,262,0,0,0
2013,4,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0233,General Roca,Rio Negro,258,0,0,0
2013,5,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0234,General Roca,Rio Negro,257,0,0,0
2013,6,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0235,General Roca,Rio Negro,250,0,0,0
2013,7 ,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0236,General Roca,Rio Negro,250,0,0,0
2013,8,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0237,General Roca,Rio Negro,236,0,0,0
2013,9,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0238,General Roca,Rio Negro,242,0,0,0
2013,10,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.0239,General Roca,Rio Negro,237,0,0,0
2013,11,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.024,General Roca,Rio Negro,232,0,0,0
2013,12,Colonia Penal de Gral. Roca - U.5,-67.5672,-39.024,General Roca,Rio Negro,237,0,1,0
2009,1 ,Colonia Penal de Viedma - U.12,-63.0204,-40.8291,Viedma,Rio Negro,268,0,0,11
2009,2,Colonia Penal de Viedma - U.12,-63.0204,-40.8292,Viedma,Rio Negro,264,0,0,3
2009,3,Colonia Penal de Viedma - U.12,-63.0204,-40.8293,Viedma,Rio Negro,264,0,0,5
2009,4,Colonia Penal de Viedma - U.12,-63.0204,-40.8294,Viedma,Rio Negro,279,0,0,14
2009,5,Colonia Penal de Viedma - U.12,-63.0204,-40.8295,Viedma,Rio Negro,275,0,0,5
2009,6,Colonia Penal de Viedma - U.12,-63.0204,-40.8296,Viedma,Rio Negro,273,0,0,9
2009,7 ,Colonia Penal de Viedma - U.12,-63.0204,-40.8297,Viedma,Rio Negro,275,0,0,0
2009,8,Colonia Penal de Viedma - U.12,-63.0204,-40.8298,Viedma,Rio Negro,272,0,0,0
2009,9,Colonia Penal de Viedma - U.12,-63.0204,-40.8299,Viedma,Rio Negro,279,0,0,0
2009,10,Colonia Penal de Viedma - U.12,-63.0204,-40.83,Viedma,Rio Negro,296,0,0,0
2009,11,Colonia Penal de Viedma - U.12,-63.0204,-40.8301,Viedma,Rio Negro,288,0,0,0
2009,12,Colonia Penal de Viedma - U.12,-63.0204,-40.8302,Viedma,Rio Negro,279,0,0,0
2010,1 ,Colonia Penal de Viedma - U.12,-63.0204,-40.8303,Viedma,Rio Negro,286,0,0,34
2010,2,Colonia Penal de Viedma - U.12,-63.0204,-40.8304,Viedma,Rio Negro,293,0,0,30
2010,3,Colonia Penal de Viedma - U.12,-63.0204,-40.8305,Viedma,Rio Negro,287,0,0,2
2010,4,Colonia Penal de Viedma - U.12,-63.0204,-40.8306,Viedma,Rio Negro,290,1,0,18
2010,5,Colonia Penal de Viedma - U.12,-63.0204,-40.8307,Viedma,Rio Negro,287,0,0,10
2010,6,Colonia Penal de Viedma - U.12,-63.0204,-40.8308,Viedma,Rio Negro,294,0,0,16
2010,7 ,Colonia Penal de Viedma - U.12,-63.0204,-40.8309,Viedma,Rio Negro,296,0,0,0
2010,8,Colonia Penal de Viedma - U.12,-63.0204,-40.831,Viedma,Rio Negro,296,0,0,0
2010,9,Colonia Penal de Viedma - U.12,-63.0204,-40.8311,Viedma,Rio Negro,295,0,0,0
2010,10,Colonia Penal de Viedma - U.12,-63.0204,-40.8312,Viedma,Rio Negro,305,0,0,0
2010,11,Colonia Penal de Viedma - U.12,-63.0204,-40.8313,Viedma,Rio Negro,296,0,0,0
2010,12,Colonia Penal de Viedma - U.12,-63.0204,-40.8314,Viedma,Rio Negro,296,0,0,0
2011,1 ,Colonia Penal de Viedma - U.12,-63.0204,-40.8315,Viedma,Rio Negro,296,0,0,19
2011,2,Colonia Penal de Viedma - U.12,-63.0204,-40.8316,Viedma,Rio Negro,296,0,0,12
2011,3,Colonia Penal de Viedma - U.12,-63.0204,-40.8317,Viedma,Rio Negro,301,0,0,15
2011,4,Colonia Penal de Viedma - U.12,-63.0204,-40.8318,Viedma,Rio Negro,287,0,0,13
2011,5,Colonia Penal de Viedma - U.12,-63.0204,-40.8319,Viedma,Rio Negro,265,0,0,14
